CSAFP	GEOID	NAME	CBSA_TYPE	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                             
	49420	Yakima, WA Metro Area	1	11122757385	41168171	    4294.521	      15.895	 46.456558	-120.740145                                                                                                    
	35440	Newport, OR Micro Area	2	2539217125	554661512	     980.397	     214.156	 44.641061	-123.911212                                                                                                   
	10460	Alamogordo, NM Micro Area	2	17126441843	36956504	    6612.556	      14.269	 32.588776	-105.781079                                                                                                
	15460	Burlington, IA-IL Micro Area	2	2058988482	77674750	     794.980	      29.990	 40.879700	 -91.048762                                                                                              
	18460	Cornelia, GA Micro Area	2	716754762	5917259	     276.741	       2.285	 34.634392	 -83.525875                                                                                                     
	23460	Gadsden, AL Metro Area	1	1386379575	34562865	     535.284	      13.345	 34.047641	 -86.034263                                                                                                    
	24460	Great Bend, KS Micro Area	2	2319076869	13555398	     895.401	       5.234	 38.481239	 -98.767837                                                                                                 
	25460	Harrison, AR Micro Area	2	3655086538	36152577	    1411.237	      13.959	 36.087809	 -93.162053                                                                                                   
	27460	Jamestown-Dunkirk-Fredonia, NY Micro Area	2	2745973927	1139481429	    1060.227	     439.956	 42.304216	 -79.407595                                                                               
	29460	Lakeland-Winter Haven, FL Metro Area	1	4653579442	553462052	    1796.757	     213.693	 27.953115	 -81.692783                                                                                     
	38460	Plattsburgh, NY Micro Area	2	2687767000	206615475	    1037.753	      79.775	 44.752712	 -73.705643                                                                                               
	37460	Panama City, FL Metro Area	1	3398187138	1205718269	    1312.047	     465.530	 30.101095	 -85.474971                                                                                              
	40460	Rockingham, NC Micro Area	2	1227593689	15572168	     473.977	       6.012	 35.004636	 -79.755695                                                                                                 
	41460	Salina, KS Micro Area	2	3732070899	4371297	    1440.961	       1.688	 38.964570	 -97.663387                                                                                                      
	45460	Terre Haute, IN Metro Area	1	3794473109	51187615	    1465.054	      19.764	 39.392389	 -87.347096                                                                                                
	47460	Walla Walla, WA Metro Area	1	5538991459	87497682	    2138.617	      33.783	 46.263537	-118.255883                                                                                                
	48460	West Plains, MO Micro Area	2	2401562305	2913502	     927.248	       1.125	 36.774369	 -91.887368                                                                                                 
	49460	Yankton, SD Micro Area	2	1349811536	28629259	     521.165	      11.054	 43.006607	 -97.388339                                                                                                    
	10500	Albany, GA Metro Area	1	5005406451	65692115	    1932.598	      25.364	 31.589303	 -84.174913                                                                                                     
	11500	Anniston-Oxford-Jacksonville, AL Metro Area	1	1569245419	16568579	     605.889	       6.397	 33.771706	 -85.822513                                                                               
	13500	Bennettsville, SC Micro Area	2	1242378725	14480156	     479.685	       5.591	 34.601805	 -79.677942                                                                                              
	17500	Clewiston, FL Micro Area	2	2994812007	86844519	    1156.303	      33.531	 26.539967	 -81.152114                                                                                                  
	19500	Decatur, IL Metro Area	1	1503973502	13409564	     580.687	       5.177	 39.860237	 -88.961529                                                                                                    
	22500	Florence, SC Metro Area	1	3525265448	24391221	    1361.113	       9.418	 34.153775	 -79.806079                                                                                                   
	24500	Great Falls, MT Metro Area	1	6988276640	34358092	    2698.189	      13.266	 47.316443	-111.350571                                                                                                
	26500	Huntingdon, PA Micro Area	2	2265337403	37851955	     874.652	      14.615	 40.422311	 -77.968595                                                                                                 
	28500	Kerrville, TX Micro Area	2	2857602004	10247343	    1103.326	       3.957	 30.059953	 -99.353339                                                                                                  
	29500	Lamesa, TX Micro Area	2	2331781557	4720730	     900.306	       1.823	 32.741934	-101.947322                                                                                                      
	34500	Mount Vernon, IL Micro Area	2	1479314409	32679991	     571.167	      12.618	 38.300780	 -88.924210                                                                                               
	33500	Minot, ND Micro Area	2	12339227108	248796580	    4764.202	      96.061	 48.320242	-101.198010                                                                                                    
	43500	Silver City, NM Micro Area	2	10259419034	15354482	    3961.184	       5.928	 32.732087	-108.381504                                                                                               
	44500	Stephenville, TX Micro Area	2	2805191670	17394954	    1083.091	       6.716	 32.238136	 -98.222377                                                                                               
	41500	Salinas, CA Metro Area	1	8496669426	1270747469	    3280.583	     490.638	 36.240107	-121.315572                                                                                                  
	45500	Texarkana, TX-AR Metro Area	1	5290955790	213758226	    2042.850	      82.533	 33.478370	 -94.207169                                                                                              
	22520	Florence-Muscle Shoals, AL Metro Area	1	3264212594	214450972	    1260.320	      82.800	 34.799254	 -87.719388                                                                                    
	45520	The Dalles, OR Micro Area	2	6167121090	35716361	    2381.139	      13.790	 45.164536	-121.165069                                                                                                 
	46520	Urban Honolulu, HI Metro Area	1	1555561841	4054927822	     600.606	    1565.616	 21.461365	-158.201974                                                                                           
	13540	Bennington, VT Micro Area	2	1748245632	6926825	     675.001	       2.674	 43.035325	 -73.111460                                                                                                  
	15540	Burlington-South Burlington, VT Metro Area	1	3243255609	657485068	    1252.228	     253.856	 44.689117	 -73.041171                                                                               
	12540	Bakersfield, CA Metro Area	1	21061589620	79574760	    8131.926	      30.724	 35.346629	-118.729506                                                                                               
	20540	Dyersburg, TN Micro Area	2	1326939562	36775687	     512.334	      14.199	 36.052831	 -89.403590                                                                                                  
	21540	Escanaba, MI Micro Area	2	3033119057	2124391646	    1171.094	     820.232	 45.805229	 -86.901938                                                                                                 
	22540	Fond du Lac, WI Metro Area	1	1863637591	119883181	     719.555	      46.287	 43.754722	 -88.493284                                                                                               
	27540	Jasper, IN Micro Area	2	1972310844	38628458	     761.514	      14.915	 38.384156	 -87.035953                                                                                                     
	28540	Ketchikan, AK Micro Area	2	12583212278	4649427959	    4858.406	    1795.154	 55.449938	-131.106685                                                                                               
	29540	Lancaster, PA Metro Area	1	2444606396	103423673	     943.868	      39.932	 40.041992	 -76.250198                                                                                                 
	32540	McAlester, OK Micro Area	2	3381152829	187399167	    1305.470	      72.355	 34.925540	 -95.748130                                                                                                 
	33540	Missoula, MT Metro Area	1	6715977352	64471601	    2593.053	      24.893	 47.027263	-113.892681                                                                                                   
	38540	Pocatello, ID Metro Area	1	2881283705	92111044	    1112.470	      35.564	 42.692921	-112.228982                                                                                                  
	37540	Paris, TN Micro Area	2	1455159734	81742881	     561.840	      31.561	 36.325295	 -88.300288                                                                                                      
	40540	Rock Springs, WY Micro Area	2	27005097216	166887296	   10426.727	      64.436	 41.660328	-108.875677                                                                                             
	41540	Salisbury, MD-DE Metro Area	1	5435128637	2080606122	    2098.515	     803.327	 38.399521	 -75.478262                                                                                             
	44540	Sterling, CO Micro Area	2	4761948003	16363553	    1838.598	       6.318	 40.728091	-103.090464                                                                                                   
	42540	Scranton--Wilkes-Barre--Hazleton, PA Metro Area	1	4523207858	77170602	    1746.420	      29.796	 41.322881	 -75.898188                                                                           
	46540	Utica-Rome, NY Metro Area	1	6795727533	237762852	    2623.845	      91.801	 43.332289	 -75.173169                                                                                                
	48540	Wheeling, WV-OH Metro Area	1	2443375183	49368044	     943.392	      19.061	 39.975509	 -80.847011                                                                                                
	14580	Bozeman, MT Micro Area	2	6746211520	75237113	    2604.727	      29.049	 45.518054	-111.163921                                                                                                    
	15580	Butte-Silver Bow, MT Micro Area	2	1859564311	1522160	     717.982	       0.588	 45.895959	-112.660222                                                                                            
	16580	Champaign-Urbana, IL Metro Area	1	4975404702	7982328	    1921.015	       3.082	 40.234489	 -88.298623                                                                                            
	19580	Defiance, OH Micro Area	2	1065649893	7073999	     411.450	       2.731	 41.321679	 -84.486433                                                                                                    
	20580	Eagle Pass, TX Micro Area	2	3313819221	31869807	    1279.473	      12.305	 28.729787	-100.316678                                                                                                 
	22580	Forest City, NC Micro Area	2	1464352460	4681970	     565.390	       1.808	 35.402747	 -81.919582                                                                                                 
	25580	Hastings, NE Micro Area	2	1458869092	2481410	     563.273	       0.958	 40.520632	 -98.500044                                                                                                    
	27580	Jayuya, PR Micro Area	2	115340552	3091	      44.533	       0.001	 18.211152	 -66.586870                                                                                                          
	28580	Key West, FL Micro Area	2	2545997177	7133387352	     983.015	    2754.216	 25.615457	 -81.189971                                                                                                 
	30580	Liberal, KS Micro Area	2	1655865961	2777350	     639.333	       1.072	 37.180623	-100.854932                                                                                                     
	31580	Madisonville, KY Micro Area	2	1403763241	32165560	     541.996	      12.419	 37.311070	 -87.542196                                                                                               
	33580	Mitchell, SD Micro Area	2	2253330418	5924177	     870.016	       2.287	 43.675038	 -97.966937                                                                                                    
	36580	Oneonta, NY Micro Area	2	2594462130	36339122	    1001.727	      14.031	 42.629776	 -75.028841                                                                                                    
	38580	Point Pleasant, WV-OH Micro Area	2	2323941148	48259844	     897.279	      18.633	 38.798391	 -82.180559                                                                                          
	37580	Paris, TX Micro Area	2	2349622229	67103153	     907.194	      25.909	 33.667263	 -95.570348                                                                                                      
	11620	Ardmore, OK Micro Area	2	2129427858	30013356	     822.177	      11.588	 34.251848	 -97.287927                                                                                                    
	14620	Bradford, PA Micro Area	2	2536105992	13010718	     979.196	       5.023	 41.814590	 -78.572463                                                                                                   
	12620	Bangor, ME Metro Area	1	8798667306	414015520	    3397.185	     159.852	 45.409279	 -68.666598                                                                                                    
	13620	Berlin, NH-VT Micro Area	2	6366631044	121238181	    2458.170	      46.810	 44.698624	 -71.421650                                                                                                 
	15620	Cadillac, MI Micro Area	2	2925987058	50674247	    1129.730	      19.565	 44.328738	 -85.326429                                                                                                   
	19620	Del Rio, TX Micro Area	2	8144863674	227711349	    3144.750	      87.920	 29.875285	-101.143324                                                                                                   
	24620	Greeneville, TN Micro Area	2	1611409748	5099752	     622.169	       1.969	 36.179514	 -82.847485                                                                                                 
	25620	Hattiesburg, MS Metro Area	1	4170802047	27227155	    1610.356	      10.512	 31.188441	 -89.232741                                                                                                
	27620	Jefferson City, MO Metro Area	1	5821488630	80070671	    2247.689	      30.915	 38.637121	 -92.089227                                                                                             
	31620	Magnolia, AR Micro Area	2	1984105630	1774699	     766.067	       0.685	 33.223038	 -93.232843                                                                                                    
	32620	McComb, MS Micro Area	2	2950301370	8218928	    1139.118	       3.173	 31.178130	 -90.655530                                                                                                      
	38620	Ponca City, OK Micro Area	2	2382077972	65369682	     919.725	      25.239	 36.814885	 -97.143862                                                                                                 
	40620	Rolla, MO Micro Area	2	1739898251	6587832	     671.778	       2.544	 37.866326	 -91.790349                                                                                                       
	43620	Sioux Falls, SD Metro Area	1	6671079054	27077952	    2575.718	      10.455	 43.495420	 -96.995339                                                                                                
	45620	Thomasville, GA Micro Area	2	1410511577	19726755	     544.602	       7.617	 30.864606	 -83.919820                                                                                                
	46620	Uvalde, TX Micro Area	2	4019519701	17321922	    1551.945	       6.688	 29.350308	 -99.768427                                                                                                     
	47620	Warren, PA Micro Area	2	2289914221	37352304	     884.141	      14.422	 41.843669	 -79.313173                                                                                                     
	21640	Eufaula, AL-GA Micro Area	2	2683521758	75022971	    1036.114	      28.967	 31.867328	 -85.335326                                                                                                 
	11660	Arkadelphia, AR Micro Area	2	2243121980	43395986	     866.074	      16.755	 34.053316	 -93.176208                                                                                                
	10660	Albert Lea, MN Micro Area	2	1831347093	39714579	     707.087	      15.334	 43.674202	 -93.350289                                                                                                 
	14660	Brainerd, MN Micro Area	2	7821364179	1426327947	    3019.846	     550.708	 46.776305	 -94.225757                                                                                                 
	16660	Charleston-Mattoon, IL Micro Area	2	2212662275	7163097	     854.314	       2.766	 39.423163	 -88.242212                                                                                          
	21660	Eugene, OR Metro Area	1	11799215321	437134106	    4555.703	     168.778	 43.928329	-122.897690                                                                                                   
	22660	Fort Collins, CO Metro Area	1	6724080411	97955155	    2596.182	      37.821	 40.658093	-105.486764                                                                                               
	23660	Galesburg, IL Micro Area	2	1855506548	8834348	     716.415	       3.411	 40.930941	 -90.213761                                                                                                   
	28660	Killeen-Temple, TX Metro Area	1	7293593806	109954579	    2816.072	      42.454	 31.202730	 -97.789638                                                                                            
	29660	Laramie, WY Micro Area	2	11070455498	89161368	    4274.327	      34.425	 41.665514	-105.721883                                                                                                   
	31660	Malone, NY Micro Area	2	4219632482	176707575	    1629.209	      68.227	 44.594376	 -74.310670                                                                                                    
	32660	McMinnville, TN Micro Area	2	1120619142	3524889	     432.673	       1.361	 35.678250	 -85.777343                                                                                                 
	34660	Murray, KY Micro Area	2	997205946	66492726	     385.023	      25.673	 36.620978	 -88.274086                                                                                                      
	37660	Parsons, KS Micro Area	2	1671305472	20261427	     645.295	       7.823	 37.191468	 -95.297473                                                                                                    
	44660	Stillwater, OK Micro Area	2	1773393744	31771425	     684.711	      12.267	 36.079225	 -96.975255                                                                                                 
	43660	Snyder, TX Micro Area	2	2345090493	5436958	     905.445	       2.099	 32.744353	-100.913346                                                                                                      
	41660	San Angelo, TX Metro Area	1	6665423693	48281360	    2573.535	      18.642	 31.365310	-100.659418                                                                                                 
	46660	Valdosta, GA Metro Area	1	4116441966	102347892	    1589.367	      39.517	 30.827498	 -83.242132                                                                                                  
	48660	Wichita Falls, TX Metro Area	1	6784786637	144176905	    2619.621	      55.667	 33.776144	 -98.501907                                                                                             
	13700	Big Spring, TX Micro Area	2	4664592112	11087082	    1801.009	       4.281	 32.091772	-101.467644                                                                                                 
	16700	Charleston-North Charleston, SC Metro Area	1	6707115010	1485155824	    2589.632	     573.422	 33.005831	 -80.006109                                                                              
	17700	Coffeyville, KS Micro Area	2	1666728645	20601461	     643.528	       7.954	 37.189537	 -95.742403                                                                                                
	19700	Deming, NM Micro Area	2	7679944726	433660	    2965.243	       0.167	 32.184523	-107.747191                                                                                                       
	21700	Eureka-Arcata-Fortuna, CA Micro Area	2	9240992572	1254297982	    3567.967	     484.287	 40.706673	-123.925818                                                                                    
	22700	Fort Dodge, IA Micro Area	2	1853443705	7277624	     715.619	       2.810	 42.433579	 -94.175831                                                                                                  
	23700	Gallup, NM Micro Area	2	14116799068	14078537	    5450.527	       5.436	 35.583878	-108.253266                                                                                                    
	26700	Huron, SD Micro Area	2	3260033444	15817538	    1258.706	       6.107	 44.418265	 -98.279422                                                                                                      
	25700	Hays, KS Micro Area	2	2330762263	1197085	     899.912	       0.462	 38.914596	 -99.317329                                                                                                        
	27700	Jesup, GA Micro Area	2	1662237979	18136147	     641.794	       7.002	 31.547845	 -81.912376                                                                                                      
	29700	Laredo, TX Metro Area	1	8706186702	36555096	    3361.478	      14.114	 27.760799	 -99.340752                                                                                                     
	32700	McPherson, KS Micro Area	2	2326520576	6030190	     898.275	       2.328	 38.395812	 -97.647489                                                                                                   
	40700	Roseburg, OR Micro Area	2	13042299244	252000831	    5035.660	      97.298	 43.286328	-123.154476                                                                                                 
	42700	Sebring, FL Metro Area	1	2632946297	231658824	    1016.586	      89.444	 27.342627	 -81.340921                                                                                                   
	41700	San Antonio-New Braunfels, TX Metro Area	1	18939926777	150513456	    7312.747	      58.114	 29.433060	 -98.606973                                                                                
	43700	Somerset, KY Micro Area	2	1705274602	48546594	     658.410	      18.744	 37.108312	 -84.579986                                                                                                   
	45700	Tifton, GA Micro Area	2	675665505	20495108	     260.876	       7.913	 31.457003	 -83.525931                                                                                                      
	47700	Warsaw, IN Micro Area	2	1376372904	59498373	     531.421	      22.972	 41.244293	 -85.861575                                                                                                     
	13720	Big Stone Gap, VA Micro Area	2	1919744224	13440081	     741.217	       5.189	 37.025296	 -82.509943                                                                                              
	14720	Breckenridge, CO Micro Area	2	1575588239	28287709	     608.338	      10.922	 39.621023	-106.137555                                                                                               
	13740	Billings, MT Metro Area	1	15166731286	77167965	    5855.908	      29.795	 45.775453	-108.727871                                                                                                  
	12740	Barre, VT Micro Area	2	1779421703	21184426	     687.039	       8.179	 44.274988	 -72.609514                                                                                                      
	18740	Coshocton, OH Micro Area	2	1460530890	9243185	     563.914	       3.569	 40.296710	 -81.930109                                                                                                   
	17740	Coldwater, MI Micro Area	2	1311513992	34440013	     506.378	      13.297	 41.918455	 -85.066885                                                                                                  
	21740	Evanston, WY Micro Area	2	5391911951	16345637	    2081.829	       6.311	 41.284726	-110.558947                                                                                                   
	24740	Greenville, MS Micro Area	2	1877069905	94495553	     724.741	      36.485	 33.273174	 -90.944446                                                                                                 
	25740	Helena, MT Micro Area	2	13248828617	107701519	    5115.402	      41.584	 46.811354	-112.284031                                                                                                   
	26740	Hutchinson, KS Micro Area	2	3251332269	43417478	    1255.346	      16.764	 37.948185	 -98.078346                                                                                                 
	35740	Norfolk, NE Micro Area	2	4076485455	18404445	    1573.940	       7.106	 42.043130	 -97.487952                                                                                                    
	37740	Payson, AZ Micro Area	2	12323144911	97121333	    4757.993	      37.499	 33.789618	-110.811870                                                                                                    
	38740	Poplar Bluff, MO Micro Area	2	1799185021	11195137	     694.669	       4.322	 36.715180	 -90.403130                                                                                               
	40740	Roswell, NM Micro Area	2	15708886721	25500073	    6065.235	       9.846	 33.361604	-104.469837                                                                                                   
	42740	Sedalia, MO Micro Area	2	1766949639	10503983	     682.223	       4.056	 38.727367	 -93.285207                                                                                                    
	44740	Storm Lake, IA Micro Area	2	1488989045	13791664	     574.902	       5.325	 42.741522	 -95.141432                                                                                                 
	41740	San Diego-Carlsbad, CA Metro Area	1	10895149811	826195031	    4206.641	     318.996	 33.023604	-116.776117                                                                                       
	45740	Toccoa, GA Micro Area	2	463948063	13121983	     179.131	       5.066	 34.552914	 -83.290216                                                                                                      
	49740	Yuma, AZ Metro Area	1	14281265636	13171316	    5514.028	       5.085	 32.773942	-113.910905                                                                                                      
	25760	Helena-West Helena, AR Micro Area	2	1801659698	82148488	     695.625	      31.718	 34.423687	 -90.855593                                                                                         
	40760	Ruidoso, NM Micro Area	2	12512530131	554701	    4831.115	       0.214	 33.740941	-105.449083                                                                                                     
	41760	Sandpoint, ID Micro Area	2	4488456904	479483844	    1733.003	     185.130	 48.324634	-116.627443                                                                                                 
	43760	Sonora, CA Micro Area	2	5752184086	138627184	    2220.931	      53.524	 38.021434	-119.964733                                                                                                    
	10780	Alexandria, LA Metro Area	1	5079062147	169057328	    1961.037	      65.273	 31.325334	 -92.546880                                                                                                
	13780	Binghamton, NY Metro Area	1	3171179763	36245337	    1224.399	      13.994	 42.163928	 -76.022943                                                                                                 
	15780	Camden, AR Micro Area	2	3525874160	27976575	    1361.348	      10.802	 33.567520	 -92.708221                                                                                                     
	17780	College Station-Bryan, TX Metro Area	1	5439580277	85909281	    2100.234	      33.170	 30.754392	 -96.488537                                                                                      
	21780	Evansville, IN-KY Metro Area	1	3793163378	125457301	    1464.549	      48.439	 38.020070	 -87.586166                                                                                             
	22780	Fort Leonard Wood, MO Micro Area	2	1416985287	11341981	     547.101	       4.379	 37.824835	 -92.207022                                                                                          
	23780	Garden City, KS Micro Area	2	5626763241	2927999	    2172.506	       1.131	 38.025453	-100.970695                                                                                                 
	37780	Pecos, TX Micro Area	2	6825534308	17396681	    2635.354	       6.717	 31.308366	-103.712706                                                                                                      
	40780	Russellville, AR Micro Area	2	4513757337	95469502	    1742.772	      36.861	 35.199586	 -93.252763                                                                                               
	48780	Williston, ND Micro Area	2	5381129895	182522303	    2077.666	      70.472	 48.355765	-103.501333                                                                                                 
	47780	Washington, IN Micro Area	2	1112370958	19127827	     429.489	       7.385	 38.694546	 -87.072759                                                                                                 
	22800	Fort Madison-Keokuk, IA-IL-MO Micro Area	2	4703265246	127299951	    1815.941	      49.151	 40.478345	 -91.409363                                                                                 
	10820	Alexandria, MN Micro Area	2	1649943521	214860990	     637.047	      82.958	 45.936829	 -95.462156                                                                                                
	11820	Astoria, OR Micro Area	2	2145196270	661305228	     828.265	     255.331	 46.024509	-123.705014                                                                                                   
	17820	Colorado Springs, CO Metro Area	1	6951226923	12053395	    2683.884	       4.654	 38.845465	-104.638563                                                                                           
	15820	Campbellsville, KY Micro Area	2	689809404	27162478	     266.337	      10.487	 37.366184	 -85.327836                                                                                              
	16820	Charlottesville, VA Metro Area	1	5759366808	45543803	    2223.704	      17.585	 37.854590	 -78.578282                                                                                            
	20820	Effingham, IL Micro Area	2	1240027660	3183217	     478.777	       1.229	 39.047945	 -88.592849                                                                                                   
	22820	Fort Morgan, CO Micro Area	2	3316441508	34663099	    1280.485	      13.383	 40.263167	-103.812285                                                                                                
	21820	Fairbanks, AK Metro Area	1	19019056192	275185416	    7343.299	     106.250	 64.692317	-146.601733                                                                                                
	25820	Hereford, TX Micro Area	2	3876750572	3926557	    1496.822	       1.516	 34.940766	-102.607564                                                                                                    
	28820	Kinston, NC Micro Area	2	1033630023	5900300	     399.087	       2.278	 35.240068	 -77.635510                                                                                                     
	31820	Manitowoc, WI Micro Area	2	1526427354	2343210650	     589.357	     904.719	 44.105092	 -87.313734                                                                                                
	35820	North Platte, NE Micro Area	2	10343629894	32514480	    3993.698	      12.554	 41.230647	-100.783320                                                                                              
	38820	Port Angeles, WA Micro Area	2	4503153139	2413877536	    1738.677	     932.003	 48.110903	-123.889860                                                                                             
	42820	Selma, AL Micro Area	2	2534807219	39134809	     978.695	      15.110	 32.333540	 -87.114356                                                                                                      
	45820	Topeka, KS Metro Area	1	8372391390	148386791	    3232.599	      57.292	 39.041389	 -95.802639                                                                                                    
	48820	Willmar, MN Micro Area	2	2064978239	168506888	     797.293	      65.061	 45.152714	 -95.004981                                                                                                   
	49820	Zapata, TX Micro Area	2	2585876220	154370982	     998.412	      59.603	 26.996981	 -99.182603                                                                                                    
	21840	Fairfield, IA Micro Area	2	1127979901	3523325	     435.515	       1.360	 41.006384	 -91.967440                                                                                                   
	25840	Hermiston-Pendleton, OR Micro Area	2	13586991821	86020192	    5245.967	      33.213	 45.544602	-119.076191                                                                                       
	18860	Crescent City, CA Micro Area	2	2606100217	578760364	    1006.221	     223.461	 41.749903	-123.980998                                                                                             
	19860	Dickinson, ND Micro Area	2	3457000580	14109029	    1334.755	       5.448	 46.817031	-102.662026                                                                                                  
	21860	Fairmont, MN Micro Area	2	1844947506	44649915	     712.338	      17.239	 43.677118	 -94.537252                                                                                                   
	28860	Kirksville, MO Micro Area	2	2265278459	7684518	     874.629	       2.967	 40.284489	 -92.565124                                                                                                  
	30860	Logan, UT-ID Metro Area	1	4734398191	33245850	    1827.961	      12.836	 41.885346	-111.786039                                                                                                   
	29860	Laurel, MS Micro Area	2	3551010334	15858394	    1371.053	       6.123	 31.825463	 -89.148054                                                                                                     
	33860	Montgomery, AL Metro Area	1	7027179702	189591795	    2713.209	      73.202	 32.365631	 -86.404585                                                                                                
	34860	Nacogdoches, TX Micro Area	2	2451523996	89731152	     946.539	      34.645	 31.620560	 -94.620250                                                                                                
	40860	Rutland, VT Micro Area	2	2408212536	38758591	     929.816	      14.965	 43.580858	 -73.038202                                                                                                    
	46860	Vernal, UT Micro Area	2	11609281233	56154091	    4482.369	      21.681	 40.125887	-109.517748                                                                                                    
	18880	Crestview-Fort Walton Beach-Destin, FL Metro Area	1	5097049416	916055326	    1967.982	     353.691	 30.641097	 -86.367692                                                                        
	25880	Hillsdale, MI Micro Area	2	1549199574	22938608	     598.149	       8.857	 41.864475	 -84.642409                                                                                                  
	11900	Athens, OH Micro Area	2	1304383720	12463892	     503.625	       4.812	 39.332604	 -82.045844                                                                                                     
	12900	Batesville, AR Micro Area	2	1978630968	19594201	     763.954	       7.565	 35.737499	 -91.559942                                                                                                 
	13900	Bismarck, ND Metro Area	1	13922505324	252946938	    5375.510	      97.663	 46.726594	-100.996096                                                                                                 
	18900	Crossville, TN Micro Area	2	1763849862	9823729	     681.026	       3.793	 35.952398	 -84.994761                                                                                                  
	22900	Fort Smith, AR-OK Metro Area	1	8768747252	226672113	    3385.632	      87.519	 35.195534	 -94.562533                                                                                             
	24900	Greenwood, MS Micro Area	2	3163934370	50147243	    1221.602	      19.362	 33.491305	 -90.113633                                                                                                  
	25900	Hilo, HI Micro Area	2	10433637858	2739470030	    4028.450	    1057.715	 19.597764	-155.502443                                                                                                    
	28900	Klamath Falls, OR Micro Area	2	15391613774	503712593	    5942.736	     194.485	 42.683761	-121.646168                                                                                            
	30900	Logansport, IN Micro Area	2	1067475977	6974424	     412.155	       2.693	 40.753799	 -86.355168                                                                                                  
	35900	North Wilkesboro, NC Micro Area	2	1954249751	6862434	     754.540	       2.650	 36.208883	 -81.166095                                                                                            
	36900	Ottumwa, IA Micro Area	2	2419122168	17733239	     934.028	       6.847	 40.878477	 -92.416412                                                                                                    
	45900	Traverse City, MI Micro Area	2	4379940084	7440189707	    1691.104	    2872.673	 44.952324	 -85.908320                                                                                            
	46900	Vernon, TX Micro Area	2	2514536081	18196245	     970.868	       7.026	 34.084920	 -99.242440                                                                                                     
	48900	Wilmington, NC Metro Area	1	2753630482	516911859	    1063.183	     199.581	 34.426033	 -77.889634                                                                                                
	12940	Baton Rouge, LA Metro Area	1	10429605596	456494719	    4026.893	     176.254	 30.570890	 -91.134533                                                                                              
	16940	Cheyenne, WY Metro Area	1	6956486264	4273816	    2685.914	       1.650	 41.292830	-104.660395                                                                                                    
	20940	El Centro, CA Metro Area	1	10817291640	790230304	    4176.580	     305.110	 33.040814	-115.355400                                                                                                
	23940	Gillette, WY Micro Area	2	12437959227	10343088	    4802.323	       3.993	 44.191999	-105.517014                                                                                                  
	25940	Hilton Head Island-Bluffton-Beaufort, SC Metro Area	1	3189786598	1013138423	    1231.584	     391.175	 32.386792	 -80.830877                                                                     
	27940	Juneau, AK Micro Area	2	6998163331	1429463661	    2702.006	     551.919	 58.372910	-134.178445                                                                                                   
	30940	London, KY Micro Area	2	3258431155	47847303	    1258.087	      18.474	 36.920610	 -84.045368                                                                                                     
	32940	Meridian, MS Micro Area	2	5598031466	37039806	    2161.412	      14.301	 32.410674	 -88.661926                                                                                                   
	31940	Marinette, WI-MI Micro Area	2	6328379041	1151920255	    2443.401	     444.759	 45.435279	 -87.769216                                                                                             
	33940	Montrose, CO Micro Area	2	5804023644	4923261	    2240.946	       1.901	 38.407507	-108.266282                                                                                                    
	36940	Owatonna, MN Micro Area	2	1112775704	6976791	     429.645	       2.694	 44.015261	 -93.220453                                                                                                    
	40940	Safford, AZ Micro Area	2	11972750122	47455350	    4622.705	      18.323	 32.931828	-109.878310                                                                                                   
	44940	Sumter, SC Metro Area	1	1722537605	44054049	     665.076	      17.009	 33.916253	 -80.382288                                                                                                     
	47940	Waterloo-Cedar Falls, IA Metro Area	1	3893052473	28123687	    1503.116	      10.859	 42.536796	 -92.471608                                                                                       
	10980	Alpena, MI Micro Area	2	1481125303	2908714548	     571.866	    1123.061	 44.894954	 -83.426574                                                                                                   
	13980	Blacksburg-Christiansburg-Radford, VA Metro Area	1	3763221778	46075636	    1452.988	      17.790	 37.121364	 -80.531517                                                                          
	19980	Dodge City, KS Micro Area	2	2844508243	2097359	    1098.271	       0.810	 37.688416	 -99.884748                                                                                                  
	20980	El Dorado, AR Micro Area	2	2691555117	41401587	    1039.215	      15.985	 33.168219	 -92.598145                                                                                                  
	21980	Fallon, NV Micro Area	2	12770128151	242405502	    4930.574	      93.593	 39.537710	-118.264165                                                                                                   
